0	1
0	2
1	2
0	2
0	2
0	2
1	2
0	2
1	3
2	3
1	3
2	3
1	3
0	3
2	3
0	4
1	4
0	4
1	4
2	4
1	4
3	4
1	5
2	5
0	5
0	5
3	5
1	5
1	5
5	6
4	6
2	6
2	6
2	6
0	6
1	6
1	7
5	7
0	7
0	7
2	7
1	7
3	7
0	8
4	8
1	8
3	8
3	8
1	8
0	8
0	9
7	9
4	9
2	9
3	9
7	9
5	9
2	10
3	10
1	10
7	10
3	10
4	10
5	10
8	11
4	11
9	11
8	11
6	11
8	11
4	11
4	12
1	12
10	12
1	12
8	12
11	12
1	12
12	13
5	13
1	13
8	13
2	13
8	13
2	13
2	14
6	14
13	14
2	14
7	14
8	14
1	14
1	15
3	15
14	15
8	15
8	15
6	15
12	15
0	16
12	16
8	16
1	16
1	16
2	16
6	16
1	17
2	17
13	17
4	17
2	17
2	17
8	17
2	18
4	18
7	18
11	18
2	18
13	18
1	18
13	19
1	19
9	19
7	19
15	19
0	19
10	19
7	20
12	20
17	20
13	20
15	20
1	20
13	20
12	21
3	21
6	21
6	21
14	21
10	21
9	21
1	22
8	22
4	22
10	22
6	22
0	22
14	22
10	23
12	23
1	23
4	23
3	23
22	23
0	23
20	24
1	24
1	24
8	24
2	24
11	24
4	24
7	25
14	25
1	25
0	25
9	25
8	25
0	25
23	26
9	26
3	26
8	26
11	26
8	26
1	26
1	27
18	27
3	27
0	27
10	27
6	27
4	27
10	28
17	28
2	28
0	28
5	28
0	28
20	28
2	29
2	29
16	29
9	29
22	29
1	29
2	29
2	30
27	30
17	30
14	30
1	30
1	30
19	30
12	31
10	31
16	31
8	31
8	31
1	31
14	31
3	32
31	32
21	32
0	32
11	32
4	32
8	32
7	33
0	33
22	33
13	33
11	33
0	33
7	33
25	34
25	34
25	34
3	34
8	34
9	34
7	34
10	35
14	35
29	35
1	35
9	35
0	35
34	35
18	36
16	36
1	36
8	36
29	36
1	36
5	36
1	37
26	37
4	37
10	37
7	37
14	37
8	37
17	38
37	38
25	38
19	38
5	38
4	38
1	38
5	39
12	39
21	39
29	39
6	39
1	39
7	39
21	40
33	40
0	40
21	40
12	40
27	40
35	40
8	41
2	41
1	41
6	41
28	41
17	41
3	41
16	42
41	42
30	42
1	42
13	42
28	42
1	42
27	43
14	43
2	43
24	43
7	43
2	43
11	43
21	44
17	44
11	44
12	44
8	44
19	44
5	44
5	45
22	45
2	45
7	45
40	45
19	45
28	45
19	46
44	46
40	46
17	46
18	46
2	46
27	46
13	47
0	47
10	47
32	47
3	47
9	47
29	47
43	48
2	48
32	48
1	48
3	48
29	48
5	48
7	49
3	49
22	49
2	49
21	49
1	49
7	49
0	50
0	50
1	50
11	50
3	50
2	50
15	50
3	51
8	51
2	51
26	51
8	51
11	51
1	51
47	52
47	52
4	52
1	52
27	52
4	52
9	52
6	53
10	53
38	53
51	53
1	53
29	53
46	53
11	54
0	54
8	54
22	54
16	54
11	54
11	54
37	55
10	55
7	55
54	55
2	55
29	55
12	55
27	56
49	56
41	56
21	56
5	56
22	56
13	56
52	57
32	57
23	57
22	57
4	57
45	57
1	57
14	58
49	58
2	58
35	58
52	58
0	58
6	58
20	59
24	59
4	59
35	59
25	59
1	59
37	59
51	60
27	60
36	60
57	60
38	60
21	60
2	60
6	61
7	61
1	61
31	61
3	61
56	61
12	61
12	62
5	62
0	62
57	62
15	62
2	62
22	62
35	63
23	63
55	63
21	63
10	63
10	63
6	63
40	64
6	64
29	64
4	64
25	64
37	64
2	64
24	65
14	65
36	65
42	65
19	65
14	65
24	65
55	66
11	66
41	66
8	66
56	66
37	66
6	66
1	67
62	67
1	67
3	67
18	67
28	67
29	67
13	68
7	68
2	68
45	68
33	68
17	68
27	68
51	69
46	69
7	69
25	69
3	69
22	69
3	69
27	70
69	70
4	70
1	70
14	70
45	70
24	70
11	71
59	71
20	71
45	71
67	71
70	71
55	71
21	72
46	72
14	72
55	72
22	72
1	72
13	72
28	73
53	73
13	73
28	73
67	73
57	73
19	73
19	74
72	74
48	74
7	74
3	74
60	74
3	74
53	75
7	75
73	75
8	75
29	75
3	75
2	75
6	76
9	76
69	76
30	76
71	76
3	76
55	76
48	77
69	77
14	77
67	77
15	77
57	77
3	77
47	78
58	78
1	78
26	78
8	78
36	78
9	78
47	79
52	79
57	79
2	79
1	79
2	79
29	79
14	80
45	80
41	80
13	80
2	80
13	80
44	80
48	81
15	81
4	81
13	81
24	81
1	81
34	81
5	82
71	82
78	82
10	82
56	82
37	82
30	82
20	83
1	83
12	83
13	83
14	83
55	83
14	83
41	84
0	84
7	84
31	84
67	84
33	84
9	84
1	85
4	85
1	85
43	85
1	85
0	85
14	85
52	86
80	86
10	86
13	86
18	86
27	86
9	86
40	87
86	87
1	87
66	87
23	87
22	87
44	87
20	88
4	88
16	88
7	88
2	88
4	88
18	88
1	89
25	89
80	89
45	89
12	89
7	89
61	89
81	90
86	90
10	90
1	90
8	90
6	90
27	90
41	91
50	91
37	91
45	91
26	91
72	91
10	91
0	92
7	92
0	92
5	92
1	92
12	92
3	92
2	93
19	93
2	93
9	93
24	93
27	93
17	93
64	94
27	94
80	94
37	94
63	94
0	94
67	94
7	95
31	95
79	95
33	95
13	95
46	95
27	95
8	96
23	96
1	96
8	96
23	96
32	96
4	96
73	97
74	97
1	97
40	97
35	97
1	97
51	97
16	98
91	98
0	98
0	98
9	98
15	98
45	98
24	99
17	99
55	99
91	99
4	99
43	99
23	99
