0	4
0	17
0	21
0	32
0	36
0	47
0	58
0	59
0	74
0	76
1	7
1	9
1	10
1	14
1	23
1	24
1	29
1	31
1	40
1	43
1	57
1	64
1	71
1	84
1	85
2	14
2	42
2	63
2	67
2	70
2	76
2	78
2	98
2	99
3	6
3	9
3	15
3	29
3	34
3	38
3	39
3	57
3	65
3	67
3	71
3	74
3	77
3	81
3	90
3	95
4	6
4	20
4	23
4	29
4	48
4	51
4	52
4	59
4	61
4	63
4	64
4	66
4	78
4	80
4	81
5	9
5	19
5	23
5	24
5	27
5	32
5	33
5	46
5	53
5	55
5	62
5	63
5	64
5	70
5	84
5	88
6	8
6	10
6	12
6	22
6	25
6	38
6	41
6	42
6	46
6	47
6	56
6	58
6	63
6	80
6	81
6	84
6	86
6	89
7	17
7	25
7	32
7	35
7	45
7	50
7	55
7	58
7	68
7	70
7	74
7	80
7	81
7	86
7	87
7	95
8	15
8	40
8	46
8	47
8	52
8	54
8	55
8	56
8	69
8	73
8	77
8	91
9	26
9	31
9	34
9	50
9	60
9	65
9	67
9	77
9	78
9	79
9	80
9	83
9	85
9	91
9	92
9	93
9	94
9	95
10	21
10	26
10	34
10	35
10	39
10	42
10	44
10	71
10	92
10	97
11	18
11	34
11	46
11	48
11	64
11	65
11	95
12	16
12	21
12	26
12	31
12	33
12	35
12	41
12	43
12	47
12	50
12	52
12	71
12	77
12	81
12	89
12	91
12	99
13	15
13	17
13	21
13	26
13	40
13	51
13	56
13	65
13	71
13	72
13	78
13	90
13	92
13	97
14	18
14	43
14	46
14	51
14	54
14	55
14	59
14	75
14	81
14	92
15	17
15	25
15	41
15	54
15	65
15	77
15	89
15	99
16	19
16	20
16	36
16	42
16	46
16	51
16	61
16	65
16	72
16	73
16	80
16	88
16	92
16	98
17	18
17	31
17	33
17	39
17	47
17	48
17	51
17	53
17	64
17	76
17	78
18	32
18	37
18	44
18	51
18	57
18	58
18	60
18	62
18	65
18	70
18	73
18	80
18	82
18	87
18	95
19	24
19	31
19	34
19	36
19	39
19	42
19	50
19	61
19	62
19	73
19	75
19	76
19	81
19	96
20	23
20	26
20	35
20	38
20	40
20	51
20	54
20	58
20	63
20	67
20	75
20	77
20	78
20	85
20	90
21	22
21	33
21	43
21	53
21	55
21	57
21	59
21	64
21	69
21	72
21	76
21	88
21	95
22	24
22	25
22	40
22	41
22	44
22	55
22	67
22	70
22	77
22	78
22	81
22	92
22	93
22	94
23	31
23	42
23	48
23	55
23	62
23	70
23	78
23	94
24	28
24	40
24	42
24	43
24	48
24	54
24	57
24	76
24	82
24	91
24	96
24	97
25	39
25	47
25	52
25	54
25	67
25	77
25	79
25	87
25	88
25	89
25	98
26	35
26	37
26	48
26	57
26	67
26	76
26	80
26	95
26	96
27	33
27	43
27	47
27	54
27	56
27	61
27	68
27	74
27	75
27	76
27	77
27	98
28	37
28	38
28	39
28	41
28	47
28	49
28	51
28	64
28	74
28	76
28	80
28	91
28	97
28	99
29	50
29	61
29	65
29	69
29	83
29	92
30	33
30	44
30	46
30	48
30	52
30	57
30	59
30	60
30	83
30	87
30	88
30	91
30	92
30	95
30	96
31	36
31	41
31	42
31	44
31	55
31	63
31	66
31	75
31	77
31	80
31	87
31	89
31	94
31	98
32	37
32	42
32	44
32	47
32	51
32	63
32	66
32	67
32	73
32	74
32	78
32	80
32	81
32	89
32	94
32	98
33	45
33	53
33	56
33	57
33	58
33	59
33	65
33	75
33	82
33	85
33	89
33	92
33	95
33	97
33	99
34	60
34	61
34	69
34	71
34	83
34	94
34	98
35	55
35	56
35	66
35	69
35	74
35	78
35	81
36	38
36	55
36	57
36	64
36	70
36	74
36	80
36	92
36	95
37	39
37	40
37	45
37	46
37	47
37	48
37	56
37	59
37	62
37	63
37	64
37	73
37	85
37	88
37	93
37	96
38	42
38	44
38	45
38	67
